date,time,site,temp,mmHg,do_percent,do_mgL,spc,pH,fnu,bga_pc_rfu,bga_pc_ugL,chl_rfu,chl_ugL,depth,lat,lon
7/27/2022,12:31:20PM,west twin bwca,9.021,706.8,3.1,0.36,59.2,6.26,662.19,14.33,13.44,3.35,15.7,9.723,47.90395,-90.40584
7/27/2022,12:31:21PM,west twin bwca,9.023,706.8,3.1,0.36,59.2,6.26,662.23,14.34,13.45,3.36,15.72,9.723,47.90395,-90.40584
7/27/2022,12:31:22PM,west twin bwca,9.025,706.9,3.1,0.36,59.2,6.26,662.29,14.36,13.46,3.35,15.69,9.723,47.90395,-90.40584
7/27/2022,12:31:23PM,west twin bwca,9.026,706.8,3.1,0.35,59.2,6.26,662.34,14.37,13.47,3.35,15.67,9.723,47.90395,-90.40585
7/27/2022,12:31:24PM,west twin bwca,9.028,706.9,3.1,0.35,59.2,6.26,662.4,14.37,13.48,3.34,15.65,9.723,47.90395,-90.40585
7/27/2022,12:31:25PM,west twin bwca,9.03,706.9,3,0.35,59.3,6.26,662.47,14.38,13.49,3.34,15.63,9.723,47.90395,-90.40585
7/27/2022,12:31:26PM,west twin bwca,9.031,706.7,3,0.35,59.3,6.26,662.49,14.39,13.5,3.34,15.62,9.722,47.90395,-90.40585
7/27/2022,12:31:27PM,west twin bwca,9.033,706.8,3,0.35,59.3,6.26,662.56,14.4,13.5,3.34,15.62,9.722,47.90395,-90.40585
7/27/2022,12:31:28PM,west twin bwca,9.034,706.8,3,0.35,59.3,6.26,662.62,14.41,13.51,3.34,15.64,9.722,47.90395,-90.40585
7/27/2022,12:31:29PM,west twin bwca,9.036,706.8,3,0.34,59.3,6.26,662.68,14.42,13.52,3.34,15.63,9.722,47.90395,-90.40585
7/27/2022,12:31:30PM,west twin bwca,9.037,706.9,3,0.34,59.3,6.26,662.72,14.42,13.52,3.33,15.61,9.722,47.90395,-90.40585
7/27/2022,12:31:31PM,west twin bwca,9.039,706.9,2.9,0.34,59.3,6.26,662.78,14.43,13.53,3.33,15.59,9.722,47.90395,-90.40585
7/27/2022,12:31:32PM,west twin bwca,9.041,706.8,2.9,0.34,59.3,6.26,662.83,14.44,13.54,3.33,15.57,9.722,47.90395,-90.40585
7/27/2022,12:31:33PM,west twin bwca,9.042,706.9,2.9,0.34,59.3,6.26,662.89,14.45,13.55,3.33,15.57,9.721,47.90395,-90.40585
7/27/2022,12:31:34PM,west twin bwca,9.044,706.8,2.9,0.33,59.3,6.26,662.94,14.45,13.55,3.32,15.56,9.722,47.90395,-90.40585
7/27/2022,12:31:35PM,west twin bwca,9.045,706.8,2.9,0.33,59.3,6.26,663.01,14.46,13.56,3.32,15.55,9.721,47.90394,-90.40585
7/27/2022,12:31:36PM,west twin bwca,9.047,706.8,2.9,0.33,59.3,6.26,663.1,14.47,13.57,3.33,15.56,9.721,47.90394,-90.40585
7/27/2022,12:31:37PM,west twin bwca,9.049,706.9,2.9,0.33,59.3,6.26,663.24,14.48,13.58,3.33,15.59,9.721,47.90394,-90.40585
7/27/2022,12:31:38PM,west twin bwca,9.05,706.8,2.8,0.33,59.3,6.26,663.44,14.49,13.59,3.33,15.58,9.721,47.90394,-90.40585
